id,area,name,category,status,has_tests,user_story,expected_behavior,entry_points,code_refs,gaps,notes,verified,last_updated
F-088,"fleet","Discovered-but-untrusted trust ceiling (single source of truth)","presence","complete","true","As a security-conscious operator, I want LAN-discovered peers treated as observe-only telemetry so that an unauthenticated peer can never silently slip into a trust/admit/census sink.","isDiscoveredUntrusted(b) returns true for origin 'lan'; every trust sink (pending tray, needs census, panel merge) calls it, so a discovered peer is excluded from admit, role-coverage, and dispatch until T2 auth.","isDiscoveredUntrusted()","src/fleet/beacons.ts:121 | src/fleet/pending.ts:63 | src/fleet/needs.ts:52","T2 (mTLS/SVID/biscuit) authentication that would promote a 'lan' peer to trusted is not yet built — discovery stays observe-only by design","Centralized guard so a new untrusted origin is added in one place.",,2026-06-27
F-089,"fleet","FLEET-DIGEST (single fleet-status.json per SYNC)","presence","complete","true","As a looping agent, I want one canonical fleet-status.json so that each SYNC I read one file instead of re-walking beacons + every inbox + claims + board.json.","buildFleetDigest takes the panel's FleetDashboardModel (+ optional board) and a timestamp argument and returns a deterministic digest; serializeFleetDigest writes it to .autoclaw/orchestrator/comms/fleet-status.json (writer in extension host).","buildFleetDigest() | serializeFleetDigest() | FLEET_STATUS_REL_PATH","src/fleet/fleetDigest.ts:38 | src/extension.ts:4770","","Pure (no Date.now); derived from the same render model. Tested in fleetDigest.test.ts.",,2026-06-27
F-090,"fleet","Join invite tokens (single-use, scoped, TTL'd)","federation","complete","true","As a maintainer, I want to issue a single-use scoped token so that an outside agent (Codex, Hermes, another IDE) can join my project bounded by construction.","createInvite mints a random token with path scope, trust ceiling (default 'off'), admit_policy (default 'auto-preapproved'), 24h TTL; consumeInvite is single-use (fails not_found/expired/already_consumed); revokeInvite deletes it; deny-by-default on malformed.","autoclaw.fleet.invite | createInvite() | consumeInvite() | revokeInvite() | admitDecision()","src/fleet/invites.ts:154 | src/fleet/invites.ts:240 | src/fleet/invites.ts:295","","Command wired at extension.ts:858. admitDecision is pure policy resolution. Tested in invites.test.ts.",,2026-06-27
F-091,"fleet","Join-prompt generator (one-click ready-to-paste)","federation","complete","true","As a maintainer issuing an invite, I want a complete ready-to-paste prompt tailored to the target tool's join lane so that the invited agent isn't left holding a bare token.","Given a target tool, workspace, role/scope, and invite token, renders one prompt for the tool's lane (mcp / http / fs / slash) with the six-phase loop steps; pure, type-only Invite import keeps it fs-free.","autoclaw.fleet.joinPrompt | JoinLane | JoinTargetConvention","src/fleet/joinPrompt.ts:34 | src/fleet/joinPrompt.ts:37","","Command wired extension.ts:863. fleet-templates.test.ts covers join targets/lanes.",,2026-06-27
F-092,"fleet","LAN cluster-map gossip relay (T1, advisory wake-only)","federation","complete","true","As a multi-host operator, I want this host's cluster-map beats bridged to LAN peers so that windows on other machines wake on each other's coordination changes — without trusting an unauthenticated peer.","LanGossipRelay broadcasts locally-originated ClusterMapBeats to discovered peers + seeds on a distinct port (48485) and mirrors received beats into the FS gossip bus re-keyed under a one-hop 'lan:' origin and receive-clamped; relayed beats are wake-only (never merged/elected on); origin-rotation flood capped at 256; gated like discovery + its own consent.","LanGossipRelay | encodeClusterMapBeat() | parseClusterMapBeat() | remoteBeatToLocal() | autoclaw.cluster.lan.gossip setting","src/fleet/lanGossipRelay.ts:170 | src/fleet/lanGossipRelay.ts:115 | src/extension.ts:6373","Advisory-only by design until T2 authenticates peers; relayed beats can at most cause a wasted board-refresh wake","Requires LAN discovery on + distinct port. Tested in lanGossipRelay.test.ts.",,2026-06-27
F-093,"fleet","LAN discovery socket adapter (off-by-default, consent-gated)","federation","complete","true","As an operator, I want LAN peer discovery that binds no socket unless I both enable the flag and acknowledge consent so that nothing is shared without an explicit opt-in.","LanDiscovery.start() is a hard no-op unless shouldStartLanDiscovery (flag + consentAckAt) passes; binds UDP (seed or multicast 239.255.42.99), announces on an interval, writes discovered foreign announces as origin-'lan' workspace beacons; idempotent start/stop; drops own echoes; best-effort (never throws).","LanDiscovery | shouldStartLanDiscovery() | parseSeeds() | autoclaw.cluster.lan setting","src/fleet/lanDiscovery.ts:145 | src/fleet/lanDiscovery.ts:67 | src/extension.ts:6305","","Wired via void startLanDiscovery (extension.ts:3623). Default OFF. Tested in lanDiscovery.test.ts + lanDiscovery-socket.test.ts.",,2026-06-27
F-094,"fleet","LAN presence wire protocol (announce build/parse/project)","federation","complete","true","As a peer on the same LAN, I want a strict non-sensitive presence announce so that others can discover me without leaking workspace path, task, IP, or tokens.","buildSelfAnnounce emits {v, machine_id, host, port, ts}; parseAnnounce fail-closes on oversized (>512B)/malformed/wrong-version/bad-charset; announceToBeacon projects to an origin-'lan' beacon stamped with the SOURCE address + RECEIVE clock, deduped by lan:<machine_id>.","buildSelfAnnounce() | parseAnnounce() | announceToBeacon()","src/fleet/lanPresence.ts:51 | src/fleet/lanPresence.ts:80 | src/fleet/lanPresence.ts:111","","Pure socket-free core. Tested via lanDiscovery.test.ts.",,2026-06-27
F-095,"fleet","Newcomer-agent scaffolder","federation","complete","true","As a brand-new agent not in the hardcoded 9-extension list, I want my inbox/registry-row/rules file created so that I can actually send messages, claim tasks, and be revived.","scaffoldAgent idempotently creates inboxes/<id>/{_state,processed}, a registry.json row carrying loop_mechanism + keepalive_template (per-agent KEEPALIVE_PROFILES, plain-message default for unknowns), and a bootstrap rules.md; safe to re-run, won't clobber a customized rules file; guards against path traversal in the id.","autoclaw.fleet.scaffoldAgent | scaffoldAgent() | keepaliveProfileFor() | KEEPALIVE_PROFILES","src/fleet/scaffold.ts:230 | src/fleet/scaffold.ts:114 | src/fleet/scaffold.ts:90","","Command wired extension.ts:869. Tested in fleet-scaffold.test.ts.",,2026-06-27
F-096,"fleet","Pending-tray admit / decline","federation","complete","true","As an operator, I want agents that checked in but aren't in fleet.json shown in a tray so that I can admit (give role+trust) or decline them.","computePendingAgents returns fresh-beacon agents absent from fleet.json (suggested role/type/trust from a consumed invite, else beacon hints; LAN peers and stale beacons excluded); admitAgent writes the agent into fleet.json (read-modify-write, preserving peers).","autoclaw.fleet.admit | autoclaw.fleet.decline | computePendingAgents() | admitToFleet() | admitAgent()","src/fleet/pending.ts:43 | src/fleet/pending.ts:86 | src/fleet/pending.ts:129","","Commands wired at extension.ts:859-860. Tested in pending.test.ts.",,2026-06-27
F-097,"fleet","Per-agent fleet metrics rollup (tokens / cost)","presence","complete","true","As an operator, I want per-agent token + dollar figures so that the agent card and Manager show real metrics instead of guessing.","buildAgentMetrics takes parsed LLM cost-ledger rows + an attribution hint map + timestamp and returns per-agent + fleet-total rows (costUsd = costCents/100); rows with no resolvable agent land in an 'unattributed' bucket so totals reconcile; readLlmLedgerRows is the thin fs reader.","autoclaw.fleet.metrics | buildAgentMetrics() | readLlmLedgerRows()","src/fleet/fleetMetrics.ts:48 | src/extension.ts:4542 | src/extension.ts:790","Attribution is best-effort: a single-agent setup with no session id on rows lands everything in 'unattributed' (expected, not a bug)","Reads .autoclaw/llm/cost-ledger.jsonl (one of three ledgers). Command wired extension.ts:790. Tested in fleetMetrics.test.ts.",,2026-06-27
F-098,"fleet","Project needs vector (role-coverage gap, open lanes, staleness)","federation","complete","true","As an arriving agent, I want a 'what the project needs now' vector so that I can self-elect the role the project is short on.","computeNeeds derives role_coverage_gap = (lane roles ∪ declared roles) − roles covered by a fresh live agent, plus open lanes, stale claims, and unclaimed findings, with a human summary; gatherNeedsInput reads fleet.json/board.json/reconcile-report/beacons; writeNeeds/readNeeds persist needs.json (LAN peers excluded from coverage).","computeNeeds() | gatherNeedsInput() | writeNeeds() | readNeeds() | beaconsToLiveAgents()","src/fleet/needs.ts:105 | src/fleet/needs.ts:203 | src/fleet/needs.ts:152","plannedLanes are injected by the caller (it parses sprint YAMLs); needs.ts itself does not parse YAML","Pure compute + thin fs adapter. Tested in needs.test.ts.",,2026-06-27
F-099,"fleet","Role -> agent_type derivation map","roles","complete","true","As a join wizard, I want to ask the user only for the richer 13-value role and derive the 6-value behavioral agent_type so that the two facets never collapse or contradict.","ROLE_TO_AGENT_TYPE maps each canonical role to its default behavioral type (many-to-one); agentTypeForRole / deriveAgentType are total (unknown/empty -> assistant); ROLE_TYPE_ALTERNATES lists declared overrides for ambiguous roles.","agentTypeForRole() | deriveAgentType() | ROLE_TO_AGENT_TYPE | ROLE_TYPE_ALTERNATES","src/fleet/roleType.ts:50 | src/fleet/roleType.ts:81 | src/fleet/roleType.ts:92","","Pure; intentionally non-invertible. Tested in roleType.test.ts.",,2026-06-27
F-100,"fleet","Team templates gallery (10 ready-made squads)","federation","complete","true","As a new user, I want to start from a named multi-agent team recipe so that I don't have to configure each agent from a blank picker.","TEAM_TEMPLATES exposes 10 squads (solo+reviewer, feature-build, review-gauntlet, security-audit-cell, etc.), each seat pre-filled with role+agentType+tool+scope+admit policy+rationale; invariants enforce role∈13, type∈6 (default or declared alternate), tool∈JOIN_TARGETS, admit∈policies, unique ids, exactly one recommended.","autoclaw.fleet.addTeam | TEAM_TEMPLATES | getTeamTemplate() | recommendedTemplate() | seatSummary()","src/fleet/teamTemplates.ts:68 | src/fleet/teamTemplates.ts:195 | src/fleet/teamTemplates.ts:200","","Data layer only; per-seat invite fan-out in extension.ts:5248. Tested in teamTemplates.test.ts.",,2026-06-27
F-101,"fleet","UI-driven fleet.json / needs.json authoring","roles","complete","true","As a user on a fresh project, I want a starter fleet.json scaffolded from the agents I already have so that role election has something to read instead of every agent resolving to generalist.","Scaffolds a starter manifest merging with any existing one (hand-set roles never clobbered, only missing agents added), upserts a single agent's role/type/reports_to, sets the orchestrator, and (re)generates needs.json.","autoclaw.fleet.scaffoldManifest | autoclaw.fleet.pickOrchestrator","src/fleet/authoring.ts:29 | src/extension.ts:5418 | src/extension.ts:5445","","Reuses pending.ts + needs.ts persistence. Commands wired extension.ts:852-853. Tested in fleet-authoring.test.ts.",,2026-06-27
F-102,"fleet","User-authoritative fleet architecture resolver (roles / types / orchestrator)","roles","complete","true","As a user, I want fleet.json to override every auto-detected signal so that I stay in ultimate control of who is the orchestrator and what role each agent plays.","resolveRole applies precedence fleet.json -> settings -> registry -> activity inference -> generalist, preserving custom labels; resolveType degrades unknown types to coder; resolveOrchestrator picks fleet.json.orchestrator -> governance.primary -> first can_orchestrate, only among present agents.","resolveRole() | resolveType() | resolveOrchestrator() | resolveFleet() | parseFleetManifest()","src/fleet/architecture.ts:109 | src/fleet/architecture.ts:154 | src/fleet/architecture.ts:174","","Pure module. Tested in fleet-architecture.test.ts.",,2026-06-27
F-103,"intelligence","Connected-tools detection + recall surfaces (panel)","Internal subsystem + UI","partial","true","As a developer, I want AutoClaw to detect other AI tools present on disk and surface how they recall shared context so that cross-tool ingestion is discoverable.","detectConnectedTools probes adapter discover() (best-effort, throw=>not present) and decideIngestion picks present-but-not-enabled tools to offer auto-enable; recallSurfaces() lists the live MCP/HTTP/file channels for the panel/docs.","detectConnectedTools() | decideIngestion() | recallSurfaces()","src/intelligence/connectedTools.ts:72 | src/intelligence/connectedTools.ts:126","The vscode-side prompt + config persistence that ACTS on IngestionSuggestion is noted as wired by a later integration step; this module is only the testable pure core.","Tests: intelligence-connectedtools.test.ts. Auto-enable prompt wiring lives in the command/extension layer.",,2026-06-27
F-104,"intelligence","Intelligence dashboard webview","UI","partial","false","As a developer, I want a panel view of intelligence health, metrics, sources, and storage so that I can manage the layer without the command palette.","The autoclawIntelligenceDashboard view renders health, metrics/dashboard data, sources, and storage status with action buttons mapping to the intelligence commands.","autoclawIntelligenceDashboard (view) | intelligenceDashboard.ts","src/views/intelligenceDashboard.ts:1","No dedicated *.test.ts for the dashboard webview rendering; underlying data providers (health/metrics/storage) are tested.","Webview UI glue; data sources are covered by their own tests.",,2026-06-27
F-105,"intelligence","Always-on incremental re-index watch service","Background service","complete","true","As a developer, I want the code index updated incrementally as I edit so that retrieval stays fresh without manual re-indexing.","startIndexWatchService debounces file changes (clamped >=MIN debounce), filters via makeShouldIndex, and triggers incremental indexCodebase. Wired into extension activation with a stop handle.","startIndexWatchService() | makeShouldIndex()","src/intelligence/watchService.ts:86 | src/extension.ts:340","","Tests: intelligence-watchservice.test.ts.",,2026-06-27
F-106,"intelligence","Build context pack (/context-pack) + MCP intelligence.contextPack + HTTP route","User-facing command + MCP tool + HTTP","complete","true","As an orchestrator, I want a single grounded context bundle for an assigned agent so that any runner (Claude Code, Kiro, Cursor, …) starts grounded regardless of MCP support.","Combines RAG (code+learnings+style+memory) with durable KG facts into ready-to-read markdown + a structured summary (usedCode, codeHits, learningHits, kgHits, degraded, notes). MCP tool is read-only and writes nothing; caps each max at 20. Degrade-safe; KG falls back to full-text.","autoclaw.intelligence.contextPack (command) | intelligence.contextPack (MCP tool) | GET /api/v1/intelligence/context (bridge HTTP) | buildContextPack() (exported API)","src/intelligence/contextPack.ts:1 | src/mcp/tools.ts:1038 | src/intelligence/connectedTools.ts:130","","Built on generateRAGPrompt + in-process KG. Tests: intelligence-contextpack.test.ts; MCP in mcp.test.ts.",,2026-06-27
F-107,"intelligence","Dimension/signature guard + namespaces","Internal subsystem","complete","true","As a developer, I want vectors keyed by model@dimension and project namespace so that switching models triggers a clean rebuild instead of silently mixing vector spaces.","checkSignature/signatureTag detect a model boundary; requireForceOnMismatch raises SignatureMismatchError; migrateToNewSignature reindexes into a fresh namespace. namespaces.ts resolves project vs global search scope.","checkSignature() | migrateToNewSignature() | resolveSearchScope() | projectNamespace()/globalNamespace()","src/intelligence/vector/dimensionGuard.ts:1 | src/intelligence/namespaces.ts:1","","Tests: intelligence-dimensionguard.test.ts, intelligence-namespaces.test.ts.",,2026-06-27
F-108,"intelligence","Embedding provider resolution + pinning (auto ladder)","Internal subsystem","complete","true","As a developer, I want the embedding provider auto-detected and pinned so that my vector signature stays stable and retrieval geometry doesn't flap.","Resolves auto via the ladder router→ollama→transformers→none, probing each rung with a real embed to measure true dimension, pins the chosen real provider to embedding-resolved.json (never pins none), re-validates pin liveness and re-probes if dead. applyEmbeddingPin gives reads the indexer's identity with no network probe.","resolveEmbeddingConfig() | applyEmbeddingPin() | setEmbeddingProvider() | autoclaw.intelligence.setEmbeddingProvider / detectEmbeddingProvider (commands)","src/intelligence/embeddingResolve.ts:116 | src/intelligence/embeddingResolve.ts:270 | src/intelligence/embeddingResolve.ts:285","","Tests: intelligence-embeddingresolve.test.ts, intelligence-picker.test.ts.",,2026-06-27
F-109,"intelligence","Embedding providers (router / ollama / transformers / none)","Internal subsystem","complete","true","As a developer, I want multiple embedding backends with a deterministic offline fallback so that intelligence works whether or not I have a model server.","getEmbedding routes to router (OpenAI-compat/Zippy Mesh), Ollama, in-process @xenova/transformers, or a deterministic hashed bag-of-words 'none'. Detect helpers (detectRouter/detectOllama/listOllamaModels) give cheap liveness probes; degrade callbacks let callers track fallback to none.","getEmbedding() | embedStrict() | getNoneEmbedding() | detectOllama() | detectRouter() | listOllamaModels()","src/intelligence/embeddings.ts:1 | src/intelligence/index.ts:30","","Tests: intelligence-embeddings.test.ts.",,2026-06-27
F-110,"intelligence","Generate RAG-augmented prompt (/rag-generate)","User-facing command + core service","complete","true","As a developer, I want a ready-to-paste prompt grounded in my real code, patterns, style, and memory so that any agent starts a task already context-loaded.","Assembles a prompt: retrieved code chunks, matched learnings (semantic, or preferences.json fallback when degraded), agent-style.md, recent MEMORY.md summary, and explicit agent instructions. Redacts the task text. Degraded backend skips code section + notes it; never throws.","autoclaw.intelligence.ragGenerate (command) | generateRAGPrompt() (exported API)","src/intelligence/ragPrompt.ts:244 | src/intelligence-commands.ts:77","","All deps injectable for offline tests incl. forced degraded path. Tests: intelligence-ragprompt.test.ts.",,2026-06-27
F-111,"intelligence","Git signals + outcome ranking","Internal subsystem","complete","true","As a developer, I want learned patterns weighted by whether code was actually committed so that durable memory prefers real, shipped outcomes.","enrichSessionsWithGitSignals validates kept code against recent commits (offline-safe passthrough when no repo); deriveOutcome/weightForSignal rank git_commit > applied_edit > user_approval > none, raising confidence for git-validated runs.","enrichSessionsWithGitSignals() | deriveOutcome() | weightForSignal() | weightForRetrieval()","src/intelligence/gitSignals.ts:1 | src/intelligence/ranking.ts:1","","Tests: intelligence-gitsignals.test.ts.",,2026-06-27
F-112,"intelligence","Index codebase into vector store (/index-code)","User-facing command + core pipeline","complete","true","As a developer, I want my codebase chunked and embedded into a local vector index so that semantic code retrieval reflects my actual project.","Walks workspace honoring ignoredDirs/fileExtensions, chunks line-aware with overlap, redacts each chunk, embeds + stores tagged by project namespace + file metadata. Supports incremental git-diff selection via last-index.json and --force full rebuild; sweeps deleted files; persists index-health.json; surfaces staleIndex on model change or mid-pass degrade. Degraded backend => 0 indexed, never throws.","autoclaw.intelligence.indexCode (command) | indexCodebase() (exported API)","src/intelligence/ragCode.ts:487 | src/intelligence/ragCode.ts:199 | src/intelligence/ragCode.ts:725","","--force pre-flight refuses rebuild when provider is down (abortedProviderDown) to avoid poisoning store with 'none' vectors. Tests: intelligence-ragcode.test.ts, intelligence-remediation-v2.test.ts.",,2026-06-27
F-113,"intelligence","Install embeddings provider (semantic / Ollama / basic)","User-facing command + installer","complete","true","As a developer, I want guided install of an embeddings provider so that I move from low-quality 'none' vectors to semantic retrieval.","Installs/guides setup of @xenova/transformers (offline) or directs to Ollama/router; resolves installed transformers entry; de-spams prior 'transformers failed' noise; reports installed state.","autoclaw.intelligence.installEmbeddings (command) | installEmbeddingsProvider() | isEmbeddingsInstalled() | resolveInstalledTransformersEntry()","src/intelligence/installEmbeddings.ts:1 | src/intelligence-commands.ts:1771","","Tests: intelligence-installembeddings.test.ts.",,2026-06-27
F-114,"intelligence","Install vector backend (sqlite-vec)","User-facing command + installer","complete","true","As a developer, I want a one-click installer for the native vector backend so that I get high-quality retrieval without manual native build steps.","Installs sqlite-vec into a configurable dir (project-local .autoclaw/native by default, never forced onto C:), conveys target via spawn cwd to survive spaced paths, reports backend status to the panel.","autoclaw.intelligence.installBackend (command) | installVectorBackend() | isBackendInstalled()","src/intelligence/installBackend.ts:1 | src/intelligence-commands.ts:1768","","Tests: intelligence-installbackend.test.ts.",,2026-06-27
F-115,"intelligence","Intelligence health snapshot + nudges","Internal subsystem + UI","complete","true","As a developer, I want a fast health snapshot (provider, index freshness, stale signal, learn recency) with one-click remediations so that I know when to re-index/learn/fix a provider.","getIntelligenceHealth reads provider config+pin+liveness, index-health.json (chunk count, model/dim, stale, commit drift), learn recency, enabled sources; emits green/amber/red status + dedupable nudges mapping to commands (setProvider/indexCode/learn/installBackend/detectProvider). Side-effect-free.","getIntelligenceHealth() | HEALTH_ACTIONS | healthSurface.ts","src/intelligence/health.ts:1 | src/intelligence/health.ts:40 | src/intelligence/healthSurface.ts:1","","Tests: intelligence-health.test.ts. Feeds the dashboard Health card.",,2026-06-27
F-116,"intelligence","KG MCP tools (search / traverse / record / relate)","MCP tools","complete","true","As any MCP host agent, I want to record and recall shared thoughts and relations so that cross-agent memory is queryable from outside AutoClaw.","kg.search (vec/fts/multi, filter by project/agent/since/at) and kg.traverse are read-only; kg.record and kg.relate are write-gated and append to the message ledger. All return {degraded} flag so callers can tell recall is off vs genuinely empty.","kg.search (MCP) | kg.traverse (MCP) | kg.record (MCP) | kg.relate (MCP)","src/mcp/tools.ts:867 | src/mcp/tools.ts:931 | src/mcp/writeTools.ts:1048","","Tested in mcp.test.ts.",,2026-06-27
F-117,"intelligence","Knowledge Graph store + service (in-process SQLite)","Internal subsystem","complete","true","As an agent, I want a durable bi-temporal graph of shared thoughts so that team decisions and coordination outcomes are recallable across sessions and processes.","In-process KnowledgeGraph over the ABI-proof SqliteDriver (node:sqlite first, better-sqlite3 fallback) with positional params, vec0 + FTS recall, bi-temporal valid_from/valid_to, traversal, injected embed fn (default 'none'). Per-process cached handle keyed by db path; never throws — degrades to an empty/degraded handle when the driver is unavailable.","openKnowledgeGraph() | getKnowledgeGraph() | KnowledgeGraphStore","src/intelligence/kg/store.ts:50 | src/intelligence/kg/service.ts:29 | src/intelligence/kg/index.ts:1","","Distinct from the vector store; holds coordination facts. Tests: intelligence-kg.test.ts.",,2026-06-27
F-118,"intelligence","Learn from past AI sessions (/learn)","User-facing command + core pipeline","complete","true","As a developer, I want AutoClaw to distill durable patterns from my past AI coding sessions so that future agent runs reuse what worked and avoid what failed.","Collects + dedups sessions from enabled adapters, git-validates kept code, mines workflows + coordination outcomes, writes timestamped insight-<ts>.md, merges preferences.json (no clobber), regenerates agent-style.md, appends to MEMORY.md, embeds learnings into the vector store (replacing prior learn vectors per project), records run metrics + effectiveness; returns a LearnSummary. Output never empty (sensible defaults).","autoclaw.intelligence.learn (command) | learnFromSessions() (exported API)","src/intelligence/learn.ts:518 | src/intelligence-commands.ts:9 | src/intelligence/learn.ts:768","","Holds preferences.json lock only across durable writes; embedding step degrade-safe (best-effort, never throws). Tests: intelligence-learn.test.ts, intelligence-remediation-v2.test.ts.",,2026-06-27
F-119,"intelligence","Metrics dashboard + cost-ledger bridge (/metrics)","User-facing command + subsystem","complete","true","As a developer, I want per-run learning metrics with real token usage and cost so that I can see token savings and trends over time.","recordLearningRun appends run stats (sessions, kept rate, patterns, est tokens, gitEnriched); aggregateRealTokens joins the existing cost ledger for real tokens + cost; getDashboardData/computeSummary/computeTrends build the dashboard view (MAX_RUNS bounded). Best-effort — a metrics failure never breaks /learn.","autoclaw.intelligence.metrics (command) | recordLearningRun() | getDashboardData() | aggregateRealTokens()","src/intelligence/metrics/store.ts:1 | src/intelligence/metrics/ledgerBridge.ts:1 | src/intelligence/learn.ts:695","","Tests: intelligence-metrics-store.test.ts.",,2026-06-27
F-120,"intelligence","Per-host context digests + refresh service","User-facing command + background service","complete","true","As a multi-IDE user, I want an ambient project-context digest written into each tool's rules dir and kept fresh so that Cursor/Kiro/Windsurf/Continue/Cline agents are passively grounded.","writeHostContextFiles resolves targets (.cursor/rules, .kiro/steering, .windsurf/rules, .continue/prompts, .clinerules, .agent/rules) and writes formatted digests (onlyExisting option). startIntelligenceRefreshService ticks on a clamped interval (>=1min) rebuilding existing digests; started in extension activation and stoppable via command.","autoclaw.intelligence.hostContext / startRefreshService / stopRefreshService (commands) | writeHostContextFiles() | startIntelligenceRefreshService()","src/intelligence/hostContext.ts:1 | src/intelligence/refreshService.ts:73 | src/extension.ts:305","","Tests: intelligence-hostcontext.test.ts, intelligence-refreshservice.test.ts.",,2026-06-27
F-121,"intelligence","Populate KG from coordination outcomes","Internal subsystem","complete","true","As a team, I want consensus verdicts and review findings recorded as durable graph facts so that context packs surface real decisions instead of an empty graph.","recordCoordinationToKg and recordOrchestrationEventsToKg ingest comms-tree coordination signals + live orchestration events into the KG, deduped by deterministic id, best-effort (never blocks /learn).","recordCoordinationToKg() | recordOrchestrationEventsToKg()","src/intelligence/kgRecord.ts:1 | src/intelligence/learn.ts:593","","Invoked from learn.ts. Tests: intelligence-kgrecord.test.ts.",,2026-06-27
F-122,"intelligence","Retrieve code (/retrieve) + MCP intelligence.retrieve","User-facing command + MCP tool","complete","true","As an agent or developer, I want to query my indexed codebase semantically so that I get the most relevant code chunks for a natural-language description.","Embeds the query under the indexer's PINNED provider (never the raw auto seed) and returns {file, content, score} hits scoped to the project namespace. MCP tool caps limit at 50. Returns [] (never throws) when the vector backend is degraded.","autoclaw.intelligence.retrieve (command) | intelligence.retrieve (MCP tool) | retrieveCode() (exported API)","src/intelligence/ragCode.ts:759 | src/mcp/tools.ts:987 | src/intelligence/ragCode.ts:771","","applyEmbeddingPin keeps read geometry consistent to avoid the stale-index loop. MCP tested in mcp.test.ts; retrieval in intelligence-ragcode.test.ts.",,2026-06-27
F-123,"intelligence","Scaffold agent style (/scaffold)","User-facing command","complete","true","As a developer, I want my learned style emitted as a prependable scaffold so that I can inject project conventions into any new agent task.","Reads agent-style.md (or generates a default body when absent), optionally focuses on an area, and emits AutoClaw Agent Scaffold markdown.","autoclaw.intelligence.scaffold (command) | buildScaffold() (exported API)","src/intelligence/ragPrompt.ts:379 | src/intelligence-commands.ts:80","","Covered within intelligence-ragprompt.test.ts.",,2026-06-27
F-124,"intelligence","Secret redaction before persist/embed","Internal subsystem","complete","true","As a security-conscious user, I want secrets stripped before anything is indexed, embedded, or written so that my keys and PII never enter the intelligence stores.","redactSecrets removes targeted secret patterns from all persisted/embedded text; code path uses skipGenericToken so base64/hashes/URLs in code aren't blanket-redacted (preserving retrieval quality).","redactSecrets()","src/intelligence/redact.ts:1 | src/intelligence/ragCode.ts:599","","Applied in learn, ragCode, ragPrompt. Tests: intelligence-redact.test.ts.",,2026-06-27
F-125,"intelligence","Semantic knowledge search (/search)","User-facing command","complete","false","As a developer, I want to search all stored intelligence (learnings + code) semantically so that I can recall prior knowledge across sources.","Embeds a query and runs semanticVectorSearch across the project-scoped vector store, presenting ranked hits in the command UI.","autoclaw.intelligence.search (command)","src/intelligence-commands.ts:1812 | src/intelligence-commands.ts:611","No dedicated *.test.ts directly exercising the search COMMAND path (underlying semanticVectorSearch is covered by vector tests).","Command-layer glue; relies on vector driver covered by intelligence-vector*.test.ts.",,2026-06-27
F-126,"intelligence","Session source adapters (Tier 1-3 ingestion)","Internal subsystem","complete","true","As a developer, I want AutoClaw to ingest sessions from many AI tools so that learning reflects all my coding history, not just one tool.","Registry probes/collects from AutoClaw-native (default ON) plus Cursor, Claude Code, Claude Desktop, Kiro, Gemini, Cline/Roo, Continue, KiloCode, and a generic adapter (third-party default OFF). Per-adapter error isolation, project tagging, cross-source dedup that merges duplicates and raises kept-code confidence on agreement.","createDefaultRegistry() | collectSessions() | resolveEnabledSources() | create*Adapter() factories","src/intelligence/sources/registry.ts:1 | src/intelligence/sources/registry.ts:396 | src/intelligence/sources/clineRoo.ts:1","","Tests: intelligence-sources.test.ts, intelligence-newsources.test.ts, intelligence-tier3sources.test.ts, intelligence-sourceProvenance.test.ts.",,2026-06-27
F-127,"intelligence","Sources management command (/sources list/enable/disable)","User-facing command","complete","true","As a developer, I want to list and toggle which session sources are learned from so that I control what feeds the intelligence layer.","listSources renders a report of all sources with enabled/pending-consent state; setSourceEnabled persists toggles; pendingConsentSources surfaces sources awaiting first-run consent.","autoclaw.intelligence.sources (command) | listSources() | setSourceEnabled() | intelligenceSourcesReport()","src/intelligence/sourcesCommand.ts:1 | src/intelligence-commands.ts:74","","Covered by intelligence-sources.test.ts.",,2026-06-27
F-128,"intelligence","Steering + skill/tool scaffold generation","User-facing command + subsystem","complete","true","As a developer, I want generated steering files and skill scaffolds seeded with my learned conventions so that new agents and tools inherit how this project works.","buildSteeringMarkdown turns distilled patterns (+ optional system learnings) into a steering file; buildSkillScaffold emits a skill stub seeded with learned follow/avoid conventions. generateSteering command writes the file.","autoclaw.intelligence.generateSteering (command) | buildSteeringMarkdown() | buildSkillScaffold()","src/intelligence/steering.ts:1 | src/intelligence/toolScaffold.ts:1 | src/intelligence-commands.ts:1793","","Tests: intelligence-steering.test.ts, intelligence-toolscaffold.test.ts.",,2026-06-27
F-129,"intelligence","Storage tiers + relocation (local + system) and Status/Diagnostics","User-facing command + subsystem","complete","true","As a developer, I want to see where intelligence data lives, its sizes/stats, move the backend, and never have data forced onto C: so that I control storage placement.","gatherStorageStatus reports locations/sizes; resolveBackendDir defaults to project-local; relocateStore moves an installed backend; systemStore holds a cross-project SYSTEM tier (user-chosen dir, projects.json registry, promote/search system learnings). Status/Diagnostics/pickSystemDir/relocateBackend/systemTier commands expose this.","autoclaw.intelligence.status / diagnostics / pickSystemDir / relocateBackend / systemTier (commands) | gatherStorageStatus() | ensureSystemStore() | relocateStore()","src/intelligence/storage.ts:1 | src/intelligence/systemStore.ts:44 | src/intelligence-commands.ts:1781","","Tests: intelligence-storage.test.ts, intelligence-systemstore.test.ts.",,2026-06-27
